Date,Adj_Close_GBPTRY=X,Close_GBPTRY=X,High_GBPTRY=X,Low_GBPTRY=X,Open_GBPTRY=X,Volume_GBPTRY=X
2005-01-03,2.5645999908447266,2.5645999908447266,2.576200008392334,2.5532000064849854,2.566699981689453,0
2005-01-04,2.57135009765625,2.57135009765625,2.5815999507904053,2.5495998859405518,2.5697500705718994,0
2005-01-05,2.592750072479248,2.592750072479248,2.6142001152038574,2.5673999786376953,2.5724499225616455,0
2005-01-06,2.6161999702453613,2.6161999702453613,2.6407999992370605,2.5917999744415283,2.5968499183654785,0
2005-01-07,2.6130499839782715,2.6130499839782715,2.625200033187866,2.5799999237060547,2.6202499866485596,0
2005-01-10,2.6150999069213867,2.6150999069213867,2.6440999507904053,2.5866000652313232,2.6138501167297363,0
2005-01-11,2.59089994430542,2.59089994430542,2.6249001026153564,2.5757999420166016,2.621350049972534,0
2005-01-12,2.5713999271392822,2.5713999271392822,2.5966999530792236,2.549299955368042,2.5859498977661133,0
2005-01-13,2.5488500595092773,2.5488500595092773,2.573499917984009,2.5394999980926514,2.569550037384033,0
2005-01-14,2.5211501121520996,2.5211501121520996,2.5585999488830566,2.5111000537872314,2.5463500022888184,0
2005-01-17,2.486999988555908,2.486999988555908,2.533900022506714,2.4807000160217285,2.521549940109253,0
2005-01-18,2.5057499408721924,2.5057499408721924,2.519399881362915,2.4830000400543213,2.4860498905181885,0
2005-01-19,2.5166499614715576,2.5166499614715576,2.5339999198913574,2.490600109100342,2.5057499408721924,0
2005-01-20,2.5264999866485596,2.5264999866485596,2.5255000591278076,2.5030999183654785,2.5081000328063965,0
2005-01-21,2.526099920272827,2.526099920272827,2.5171000957489014,2.500499963760376,2.5171000957489014,0
2005-01-24,2.512399911880493,2.512399911880493,2.5097999572753906,2.495500087738037,2.5078999996185303,0
2005-01-25,2.483099937438965,2.483099937438965,2.4999001026153564,2.4763998985290527,2.4999001026153564,0
2005-01-26,2.4853999614715576,2.4853999614715576,2.491499900817871,2.441200017929077,2.441200017929077,0
2005-01-27,2.5204999446868896,2.5204999446868896,2.5295000076293945,2.470099925994873,2.4714999198913574,0
2005-01-28,2.5213000774383545,2.5213000774383545,2.5213000774383545,2.4765000343322754,2.4765000343322754,0
2005-01-31,2.5076000690460205,2.5076000690460205,2.509999990463257,2.493299961090088,2.5095999240875244,0
2005-02-01,2.462599992752075,2.462599992752075,2.503700017929077,2.462599992752075,2.501300096511841,0
2005-02-02,2.498699903488159,2.498699903488159,2.5000998973846436,2.482100009918213,2.482100009918213,0
2005-02-03,2.489300012588501,2.489300012588501,2.486299991607666,2.471299886703491,2.4837000370025635,0
2005-02-04,2.455899953842163,2.455899953842163,2.474900007247925,2.4472999572753906,2.47160005569458,0
2005-02-07,2.449399948120117,2.449399948120117,2.462399959564209,2.4363999366760254,2.456399917602539,0
2005-02-08,2.4660000801086426,2.4660000801086426,2.4670000076293945,2.4309000968933105,2.4319000244140625,0
2005-02-09,2.4783999919891357,2.4783999919891357,2.484999895095825,2.4137001037597656,2.4137001037597656,0
2005-02-10,2.486999988555908,2.486999988555908,2.486999988555908,2.4595000743865967,2.4623000621795654,0
2005-02-11,2.4612998962402344,2.4612998962402344,2.467600107192993,2.4467999935150146,2.467600107192993,0
2005-02-14,2.465100049972534,2.465100049972534,2.472599983215332,2.457200050354004,2.457200050354004,0
2005-02-15,2.4860000610351562,2.4860000610351562,2.4804999828338623,2.455899953842163,2.4618000984191895,0
2005-02-16,2.4793999195098877,2.4793999195098877,2.4767000675201416,2.4514999389648438,2.465399980545044,0
2005-02-17,2.4702999591827393,2.4702999591827393,2.47160005569458,2.453399896621704,2.4677000045776367,0
2005-02-18,2.4763998985290527,2.4763998985290527,2.4751999378204346,2.4530999660491943,2.460099935531616,0
2005-02-21,2.464400053024292,2.464400053024292,2.4730000495910645,2.4570999145507812,2.4677000045776367,0
2005-02-22,2.473900079727173,2.473900079727173,2.477400064468384,2.4583001136779785,2.469899892807007,0
2005-02-23,2.484800100326538,2.484800100326538,2.482100009918213,2.4665000438690186,2.467099905014038,0
2005-02-24,2.4809999465942383,2.4809999465942383,2.4767000675201416,2.450200080871582,2.4732000827789307,0
2005-02-25,2.464900016784668,2.464900016784668,2.468600034713745,2.422800064086914,2.422800064086914,0
2005-02-28,2.4560999870300293,2.4560999870300293,2.469599962234497,2.444499969482422,2.463599920272827,0
2005-03-01,2.453900098800659,2.453900098800659,2.4558000564575195,2.413300037384033,2.413300037384033,0
2005-03-02,2.4489998817443848,2.4489998817443848,2.4489998817443848,2.4310998916625977,2.4433999061584473,0
2005-03-03,2.440200090408325,2.440200090408325,2.437999963760376,2.3921000957489014,2.3921000957489014,0
2005-03-04,2.4019999504089355,2.4019999504089355,2.426800012588501,2.4019999504089355,2.4207000732421875,0
2005-03-07,2.403899908065796,2.403899908065796,2.4072999954223633,2.393899917602539,2.4035000801086426,0
2005-03-08,2.41510009765625,2.41510009765625,2.427500009536743,2.3947999477386475,2.4001998901367188,0
2005-03-09,2.4217000007629395,2.4217000007629395,2.448199987411499,2.3945999145507812,2.419100046157837,0
2005-03-10,2.4535000324249268,2.4535000324249268,2.4683001041412354,2.3879001140594482,2.3879001140594482,0
2005-03-11,2.422300100326538,2.422300100326538,2.444000005722046,2.4059998989105225,2.406899929046631,0
2005-03-14,2.4647998809814453,2.4647998809814453,2.4719998836517334,2.4230000972747803,2.4230000972747803,0
2005-03-15,2.496799945831299,2.496799945831299,2.4972000122070312,2.4581000804901123,2.45989990234375,0
2005-03-16,2.535099983215332,2.535099983215332,2.552799940109253,2.5132999420166016,2.5169999599456787,0
2005-03-17,2.522599935531616,2.522599935531616,2.566699981689453,2.5064001083374023,2.5281999111175537,0
2005-03-18,2.51200008392334,2.51200008392334,2.5192999839782715,2.4951000213623047,2.5123000144958496,0
2005-03-21,2.53439998626709,2.53439998626709,2.5453999042510986,2.4583001136779785,2.4583001136779785,0
2005-03-22,2.540600061416626,2.540600061416626,2.5350000858306885,2.5069000720977783,2.5332999229431152,0
2005-03-23,2.538300037384033,2.538300037384033,2.568700075149536,2.4691998958587646,2.4691998958587646,0
2005-03-24,2.5488998889923096,2.5488998889923096,2.5309998989105225,2.5062999725341797,2.5202999114990234,0
2005-03-25,2.524899959564209,2.524899959564209,2.530100107192993,2.524899959564209,2.530100107192993,0
2005-03-28,2.572200059890747,2.572200059890747,2.572200059890747,2.5657999515533447,2.5657999515533447,0
2005-03-29,2.600600004196167,2.600600004196167,2.60479998588562,2.5624001026153564,2.565000057220459,0
2005-03-30,2.5571999549865723,2.5571999549865723,2.583899974822998,2.5506999492645264,2.5833001136779785,0
2005-03-31,2.5485000610351562,2.5485000610351562,2.558000087738037,2.5176000595092773,2.558000087738037,0
2005-04-01,2.5376999378204346,2.5376999378204346,2.545599937438965,2.511399984359741,2.528700113296509,0
2005-04-04,2.5569000244140625,2.5569000244140625,2.560800075531006,2.5272998809814453,2.5367000102996826,0
2005-04-05,2.5552000999450684,2.5552000999450684,2.5690999031066895,2.535599946975708,2.551100015640259,0
2005-04-06,2.538300037384033,2.538300037384033,2.553100109100342,2.5151000022888184,2.539599895477295,0
2005-04-07,2.5044000148773193,2.5044000148773193,2.5179998874664307,2.495699882507324,2.5169999599456787,0
2005-04-08,2.5369999408721924,2.5369999408721924,2.5239999294281006,2.5016000270843506,2.5016000270843506,0
2005-04-11,2.5413999557495117,2.5413999557495117,2.5427000522613525,2.4614999294281006,2.4614999294281006,0
2005-04-12,2.5480000972747803,2.5480000972747803,2.5480000972747803,2.523699998855591,2.533900022506714,0
2005-04-13,2.535900115966797,2.535900115966797,2.535900115966797,2.516900062561035,2.5220000743865967,0
2005-04-14,2.567699909210205,2.567699909210205,2.56850004196167,2.5213000774383545,2.5253000259399414,0
2005-04-15,2.580699920654297,2.580699920654297,2.594899892807007,2.573499917984009,2.581399917602539,0
2005-04-18,2.6059000492095947,2.6059000492095947,2.6129000186920166,2.5272998809814453,2.5272998809814453,0
2005-04-19,2.609499931335449,2.609499931335449,2.618000030517578,2.5576000213623047,2.5576000213623047,0
2005-04-20,2.600600004196167,2.600600004196167,2.6024999618530273,2.5836000442504883,2.597399950027466,0
